,pmid,flag,structure
116,24393143,1, Introduction Material and methods Results Discussion Conclusion
117,28177738,1, Introduction Materials and methods Ex-vivo study Animals Measurement of glucose absorption in isolated rat jejunum Type of muscle tissue and viability assay g of muscle tissue Induction of diabetes Feeding and sampling D r a f t 14 Results Ex vivo study Effect of sorbitol on glucose absorption on isolated rat jejunum In vivo study Effects of sorbitol on intestinal glucose absorption Effect of sorbitol on gastric emptying and digesta transit Effects of sorbitol on blood glucose D r a f t Discussion and conclusion D r a f t
118,24688317,1, Introduction suggested that Mediterranean Ivyspring Materials and Method Participating subjects Statistical analysis Results Demographic data of participating subjects Correlation results Discussion Conclusion
119,25273345,1, Introduction Methods Not of Pakistani or white British ethnicity n=259 Results ESM Discussion Outcome
120,21059909,1," Results Exposure to BPA Perturbs Both the Synaptonemal Complex and BPA Exposure Results in Altered Meiotic DSB Repair Progression, DNA Damage Checkpoint Activation, and Altered Expression of DSB Repair BPA Causes Severe Chromosomal Abnormalities and a Delay in Mature BPA Exposure Results in Impaired Chromosome Segregation During Discussion Materials and Methods"
121,23388824,0, Brown adipose tissue (BAT) Uncoupling protein 1 (UCP1) and thermogenesis Anti-obesity effects of brown fat-mediated adaptive thermogenesis Transcriptional control of brown fat development and function 'Browning' of the white adipose depots and beige adipocytes Two types of thermogenic adipocytes Identification and isolation of beige adipocytes Multiple genetic models have shown modified adaptive thermogenesis capacity in brown/beige fat GENES & DEVELOPMENT 239 FoxC2 IKKe PGC-1a PRDM16 RIP140 Transient receptor potential vanilloid 4 (TRPV4) Secreted molecules that activate BAT and/or induce beiging in WAT Cardiac natriuretic peptides (NPs) Fibroblast growth factor 21 (FGF21) Fibronectin type III domain-containing 5 (FNDC5)/irisin Transforming growth factor-b (TGF-b) and BMPs Human brown and beige fat 242 Technical advances in detecting human brown/beige fat Metabolic functions of human brown/beige fat and its correlation with metabolic profiles Open questions and future directions
122,24995108,1, Introduction Material and methods Study design and participants Material and methods Measurements of adipokines and interleukins. Statistical analysis Results General description Characterization of patients Relationship among adipokines Discussion
123,23095721,1, Methods Study Population Physical Activity Measurements Ascertainment of Stroke Events Covariates Statistical Analyses Results Discussion
124,26267622,0, 611 Me thods Study Population and Design Study Oversight Study End Points Laboratory Analysis 612 Statistical Analysis R esult s Patients Baseline Troponin T Concentration and Cardiovascular Events Revascularization and Cardiovascular Events Revascularization and Follow-up Troponin T Concentrations 615 Changes in Troponin T Concentration and Cardiovascular Risk 616 Discussion 617 618
125,24991224,0," Introduction Abstract Glucose reabsorption in people with type 2 diabetes Intestine Kidney Empagliflozin in preclinical studies Pharmacokinetic, pharmacodynamics, safety, and drug-drug interaction studies Phase II studies (safety data and further exploratory efficacy data) Beyond Phase II: pivotal trials and post-marketing studies Beyond type 2 diabetes? Potential role of empagliflozin in the treatment of diabetes Contributions Potential conflicts of interest"
126,4019745,1, MATERIALS AND METHODS
127,1682787,1," S METHODS Subjects MK-912 AND ISLET FUNCTION IN NIDDM 1161 Study Conditions Protocol Calculations Analytical Methods ORTIZ-ALONSO ET AL Statistical Analysis RESULTS Treatment Periods Effects of MK-912 on Plasma Catecholamines, BP, and HR Effect of MK-912 on FPG and Hormone Levetk Effect of MK-912 on B-Cell and A-Cell Function Adverse Effects DISCUSSION NIDDM."
128,19229328,1, Introduction Methods Searching Selection Validity assessment Data abstraction and study characteristics Results Flowchart Study characteristics Validity assessment Were costs and consequences measured accurately in Was an incremental analysis of costs and consequences Did the presentation and discussion of study results Quantitative data synthesis Discussion Summary of main findings Generalizability Issues of concern Strengths of the study Limitations of the study
129,14694171,1, Materials and Methods Setting Study Subjects Data Collection Organic Solvent Exposure Statistical Analyses Results Discussion
130,24774401,0, CONFLICTS OF INTEREST Histologic and Angiographic Imaging of Acute Shock Dengue Myocarditis
131,25685895,0, Introduction Worldwide prevalence Risk factors Genetic or hereditary factors Environmental chemicals Cat litter Dietary iodine and selenium Other goitrogenic compounds Bisphenol A Soy isoflavones Polybrominated diphenyl ethers Conclusion
132,11726684,1, Conceptual Models of Response Shift Constructs Related to Response Shift Research Design Issues Related to Response Shift Internal Validity and Response Shift Threats to Internal Validity Modeling Growth and Response Shift Method Description of Illustrative Dataset Analytic Procedure Results Illustration Discussion Limitations and Additional Considerations
133,28747936,1," █ Résumé Mots clés: maladie chronique, analyse factorielle confirmatoire, mesure, concept de soi, validité / DE L'ACADÉMIE CANADIENNE DE PSYCHIATRIE DE L'ENFANT ET DE L'ADOLESCENT Methods Sample Measures Analysis Results Discussion Conclusion"
134,25299668,0," Introduction Materials and Methods Study design Participants Intervention Measurements Anthropometry and blood pressure Diet, physical activity and sunlight exposure Serum 25-hydroxyvitamin D, parathyroid hormone, inflammatory and metabolic markers Statistical analysis Results Participant characteristics Supplement compliance and change in serum 25(OH)D concentration Changes in insulin sensitivity, insulin secretion, b-cell function, metabolic and inflammatory markers Safety Discussion 1 Conclusions Supporting Information"
135,12583790,1, Conclusions: LABORATORY SCIENCES METHODS RESULTS COMMENT
136,26711367,1, Patients and Methods Patients Degree of Peripheral Arterial Disease Drug Administration Blood and Tissue Sampling Analytical Method Data Analysis Results Patient Characteristics Concentration of Ciprofloxacin Pharmacokinetic Models Testing the Regression Model Discussion Declaration of Conflicting Interests Funding
137,3516774,0," Materials and methods Free plasma fluorescein Animals Vitreous fluorophotometry Fluorescein extraction from the vitreous TotaI plasma fluorescein Statistical analysis Experimental protocols Plasma fluorescein elimination and fluorescein protein binding Vitreous fluorescein accumulation, total plasma fluorescein levels and fluorescein protein binding in normal and diabetic rats in relation to various doses of sodium fluorescein Effect of insulin treatment on vitreous fluorescein accumulation, plasma fluorescein elimination and plasma protein binding of the dye in diabetic rats Plasma fluorescein elimination and fluorescein protein binding in normal and diabetic rats Vitreous fluorescein accumulation, total plasma fluorescein and fluorescein protein binding in normal and diabetic rats in relation to various doses of sodium fluorescein Discussion"
138,16508237,0, INTRODUCTION MULTIDIRECTIONAL ANTIHYPERGLYCEMIC ACTIONS OF GYMNEMIC ACID IV 134 MULTIDIRECTIONAL ACTIONS OF b-EUDESMOL BLOOD PRESSURE LOWERING EFFECT OF STEROIDAL VERATRUM ALKALOIDES WITHOUT VERATRIDINE-LIKE MECHANISMS CENTRAL MUSCARINIC CARDIOTONIC ACTIONS OF ACONITINE 140 ANTIGLAUCOMA ACTIONS OF NIPRADILOL DISCUSSION CONCLUSION AND PERSPECTIVES
139,24382720,1, Materials and Methods 21 Statistical Analysis Source of Funding Results Discussion
140,24216069,1, Background Methods/Design Settings Participants (inclusion and exclusion criteria) Interventions: omega-3 versus corn oil placebo Endpoints Safety monitoring Randomization and concealment Blinding Statistical methods Minimum sample size estimation Ethical issues Discussion Trial status
141,22920797,0, Background Insulin in the Subcutaneous Tissue Insulin Therapy Rapid-Acting Insulin Analogs Ultrafast-Acting Insulins Mechanical Attempts Increase of Local Blood Flow Intradermal Application of the Insulin Inhalation of Rapidly Absorbed Insulin Spreading the Insulin into a Wider Area in the Subcutaneous Tissue Formulation Attempts Adding Excipients That Keep Insulin Molecules as Monomers Adding Excipients to Enhance Absorption Kinetics Adding Excipients That Facilitate Dispersion of Insulin Molecules Novel Rapid-Acting Insulin Analogs Injection-Meal Interval Hypoglycemia Risk What Is the Optimal Time-Action Profile of an Ultrafast-Acting Insulin? Other Implications of Ultrafast-Acting Insulins Discussion and Outlook fda.gov/MedicalDevices/ProductsandMedicalProcedures/ H o m e H e a l t h a n d C o n s u m e r / C o n s u m e r P r o d u c t s / ArtificialPancreas/default.htm). Disclosures:
142,21507262,1, Background Methods/Design Discussion Additional material List of Abbreviations
143,23056840,1," Introduction Original Article Iran J Pediatr Dec 2011; Vol 21 (No 4), Pp: 509-513 Subjects and Methods Findings Iran J Pediatr; Vol 21(No 4); Dec 2011 Discussion Iran J Pediatr; Vol 21(No 4); Dec 2011 Conclusion"
144,15949174,0," Introduction Clinical issues Informatics issues Summary SS Deo, DN Deobagkar and DD Deobagkar 43"
145,24688307,1, Introduction Ivyspring Materials and Methods Experimental Animals Study Design Diabetes Induction Forskolin dose and administration Glycemia Assessments 8-Hydroxydeoxyguanosine Assessments Statistical Analysis Results Discussion Abbreviations
146,22967029,1, Background Research design and methods Sample size Statistical analysis Results Post hoc statistical power Discussion Limitations Conclusion
147,24754003,0, Introduction Glucose transporters (GLUT) Calcium Sensing Receptors (CaR) Estrogen Receptor(ER) Farnesoid X Receptor (FxR) Gastrin releasing peptide (GRP) Receptor Muscarinic receptors Muscarinic receptor signalling in Insulin secretion Neurotensin (NT) Peroxisome proliferator-activated receptor (PPAR) Insulin Receptor (IR) Adiponectin Receptors Adenosine Receptor Cholecystokinin (CCK) Cannabinoid Receptor (CB) Insulin like growth factor (IGF) Receptor Protein Tyrosine Phosphatase (PTP)-1B Inhibitors Conclusion involvement of protein kinases. J Endocrinol
148,12048257,1, Materials and Methods Results Effect of HG and Simvastatin on Cell-Cycle Regulatory Proteins. Effect of HG and Simvastatin on Ras and Rho Membrane Translocation. Discussion
149,21189275,1, Research Design and Methods PARTICIPANTS URINARY CATALYTIC IRON TEST MAIN OUTCOMES AND MEASURES STATISTICAL ANALYSIS Results Discussion LIMITATIONS
150,23270597,1, Background Methods Sera ELISA Statistical evaluation Result Conclusion Competing interests
151,1618239,0," Offprint requests to: M. Schwaiger I n t r o d u c t i o n Positron emission tomography Metabolic PET tracers Clinical application of metabolic PET imaging Assessment of tissue viability in stable coronary artery disease Acute myocardial bfarction Dilated cardiomyopathy B, Evaluation of cardiac innervation PET radiopharmaceuticals for mapping presynaptic nerve terminals Parasympathetic neuron tracers PET agents for mapping postsynaptic receptors Clinical evaluation of sympathetic nerve terminals Conclusion"
